Timestamp,Channel,Pressure
2024-09-04 00:22:50,1,1.000E-11
2024-09-04 00:22:50,2,0.008529
2024-09-04 00:22:50,3,0.009226
2024-09-04 00:22:50,4,3.334e-07
2024-09-04 00:22:50,5,4.996e-09
2024-09-04 00:22:50,6,1.57e-09
2024-09-04 00:23:01,1,1.000E-11
2024-09-04 00:23:01,2,0.00856
2024-09-04 00:23:01,3,0.009219
2024-09-04 00:23:01,4,3.374e-07
2024-09-04 00:23:01,5,4.996e-09
2024-09-04 00:23:01,6,1.573e-09
2024-09-04 00:23:10,1,1.000E-11
2024-09-04 00:23:10,2,0.008553
2024-09-04 00:23:10,3,0.009146
2024-09-04 00:23:10,4,3.374e-07
2024-09-04 00:23:10,5,4.996e-09
2024-09-04 00:23:10,6,1.569e-09
2024-09-04 00:23:19,1,1.000E-11
2024-09-04 00:23:19,2,0.008578
2024-09-04 00:23:19,3,0.009246
2024-09-04 00:23:19,4,3.374e-07
2024-09-04 00:23:19,5,4.996e-09
2024-09-04 00:23:19,6,1.552e-09
2024-09-04 00:23:29,1,1.000E-11
2024-09-04 00:23:29,2,0.008547
2024-09-04 00:23:29,3,0.009461
2024-09-04 00:23:29,4,3.366e-07
2024-09-04 00:23:29,5,4.996e-09
2024-09-04 00:23:29,6,1.559e-09
2024-09-04 00:23:38,1,1.000E-11
2024-09-04 00:23:38,2,0.008584
2024-09-04 00:23:38,3,0.009387
2024-09-04 00:23:38,4,3.366e-07
2024-09-04 00:23:38,5,4.996e-09
2024-09-04 00:23:38,6,1.584e-09
2024-09-04 00:23:47,1,1.000E-11
2024-09-04 00:23:47,2,0.008584
2024-09-04 00:23:47,3,0.009074
2024-09-04 00:23:47,4,3.378e-07
2024-09-04 00:23:47,5,4.996e-09
2024-09-04 00:23:47,6,1.562e-09
2024-09-04 00:23:57,1,1.000E-11
2024-09-04 00:23:57,2,0.008596
2024-09-04 00:23:57,3,0.009627
2024-09-04 00:23:57,4,3.398e-07
2024-09-04 00:23:57,5,4.996e-09
2024-09-04 00:23:57,6,1.566e-09
2024-09-04 00:24:06,1,1.000E-11
2024-09-04 00:24:06,2,0.008572
2024-09-04 00:24:06,3,0.009022
2024-09-04 00:24:06,4,3.378e-07
2024-09-04 00:24:06,5,4.996e-09
2024-09-04 00:24:06,6,1.58e-09
2024-09-04 00:24:16,1,1.000E-11
2024-09-04 00:24:16,2,0.008553
2024-09-04 00:24:16,3,0.009333
2024-09-04 00:24:16,4,3.346e-07
2024-09-04 00:24:16,5,4.996e-09
2024-09-04 00:24:16,6,1.565e-09
2024-09-04 00:24:25,1,1.000E-11
2024-09-04 00:24:25,2,0.008523
2024-09-04 00:24:25,3,0.00934
2024-09-04 00:24:25,4,3.423e-07
2024-09-04 00:24:25,5,4.996e-09
2024-09-04 00:24:25,6,1.583e-09
2024-09-04 00:24:34,1,1.000E-11
2024-09-04 00:24:34,2,0.008535
2024-09-04 00:24:34,3,0.00936
2024-09-04 00:24:34,4,3.37e-07
2024-09-04 00:24:34,5,4.996e-09
2024-09-04 00:24:34,6,1.559e-09
2024-09-04 00:24:44,1,1.000E-11
2024-09-04 00:24:44,2,0.008547
2024-09-04 00:24:44,3,0.009113
2024-09-04 00:24:44,4,3.366e-07
2024-09-04 00:24:44,5,4.996e-09
2024-09-04 00:24:44,6,1.574e-09
2024-09-04 00:24:54,1,1.000E-11
2024-09-04 00:24:54,2,0.008541
2024-09-04 00:24:54,3,0.009113
2024-09-04 00:24:54,4,3.342e-07
2024-09-04 00:24:54,5,4.996e-09
2024-09-04 00:24:54,6,1.566e-09
2024-09-04 00:25:03,1,1.000E-11
2024-09-04 00:25:03,2,0.008578
2024-09-04 00:25:03,3,0.009448
2024-09-04 00:25:03,4,3.35e-07
2024-09-04 00:25:03,5,4.996e-09
2024-09-04 00:25:03,6,1.56e-09
2024-09-04 00:25:12,1,1.000E-11
2024-09-04 00:25:12,2,0.008578
2024-09-04 00:25:12,3,0.009094
2024-09-04 00:25:12,4,3.374e-07
2024-09-04 00:25:12,5,4.996e-09
2024-09-04 00:25:12,6,1.565e-09
2024-09-04 00:25:22,1,1.000E-11
2024-09-04 00:25:22,2,0.008603
2024-09-04 00:25:22,3,0.009081
2024-09-04 00:25:22,4,3.346e-07
2024-09-04 00:25:22,5,4.996e-09
2024-09-04 00:25:22,6,1.569e-09
2024-09-04 00:25:32,1,1.000E-11
2024-09-04 00:25:32,2,0.008603
2024-09-04 00:25:32,3,0.00938
2024-09-04 00:25:32,4,3.378e-07
2024-09-04 00:25:32,5,4.996e-09
2024-09-04 00:25:32,6,1.58e-09
2024-09-04 00:25:41,1,1.000E-11
2024-09-04 00:25:41,2,0.008621
2024-09-04 00:25:41,3,0.009333
2024-09-04 00:25:41,4,3.366e-07
2024-09-04 00:25:41,5,4.996e-09
2024-09-04 00:25:41,6,1.565e-09
2024-09-04 00:25:51,1,1.000E-11
2024-09-04 00:25:51,2,0.008628
2024-09-04 00:25:51,3,0.00938
2024-09-04 00:25:51,4,4.113e-07
2024-09-04 00:25:51,5,4.996e-09
2024-09-04 00:25:51,6,1.57e-09
2024-09-04 00:26:00,1,1.000E-11
2024-09-04 00:26:00,2,0.008621
2024-09-04 00:26:00,3,0.009319
2024-09-04 00:26:00,4,3.427e-07
2024-09-04 00:26:00,5,4.996e-09
2024-09-04 00:26:00,6,1.586e-09
2024-09-04 00:26:10,1,1.000E-11
2024-09-04 00:26:10,2,0.008596
2024-09-04 00:26:10,3,0.00916
2024-09-04 00:26:10,4,3.419e-07
2024-09-04 00:26:10,5,4.996e-09
2024-09-04 00:26:10,6,1.594e-09
2024-09-04 00:26:19,1,1.000E-11
2024-09-04 00:26:19,2,0.008596
2024-09-04 00:26:19,3,0.009448
2024-09-04 00:26:19,4,3.398e-07
2024-09-04 00:26:19,5,4.996e-09
2024-09-04 00:26:19,6,1.574e-09
2024-09-04 00:26:29,1,1.000E-11
2024-09-04 00:26:29,2,0.008523
2024-09-04 00:26:29,3,0.009495
2024-09-04 00:26:29,4,3.374e-07
2024-09-04 00:26:29,5,4.996e-09
2024-09-04 00:26:29,6,1.57e-09
2024-09-04 00:26:38,1,1.000E-11
2024-09-04 00:26:38,2,0.008553
2024-09-04 00:26:38,3,0.009266
2024-09-04 00:26:38,4,3.419e-07
2024-09-04 00:26:38,5,4.996e-09
2024-09-04 00:26:38,6,1.566e-09
2024-09-04 00:26:47,1,1.000E-11
2024-09-04 00:26:47,2,0.008578
2024-09-04 00:26:47,3,0.00874
2024-09-04 00:26:47,4,3.382e-07
2024-09-04 00:26:47,5,4.996e-09
2024-09-04 00:26:47,6,1.566e-09
2024-09-04 00:26:57,1,1.000E-11
2024-09-04 00:26:57,2,0.008553
2024-09-04 00:26:57,3,0.009146
2024-09-04 00:26:57,4,3.394e-07
2024-09-04 00:26:57,5,4.996e-09
2024-09-04 00:26:57,6,1.54e-09
2024-09-04 00:27:06,1,1.000E-11
2024-09-04 00:27:06,2,0.008566
2024-09-04 00:27:06,3,0.008944
2024-09-04 00:27:06,4,3.423e-07
2024-09-04 00:27:06,5,4.996e-09
2024-09-04 00:27:06,6,1.563e-09
2024-09-04 00:27:16,1,1.000E-11
2024-09-04 00:27:16,2,0.008584
2024-09-04 00:27:16,3,0.008529
2024-09-04 00:27:16,4,3.46e-07
2024-09-04 00:27:16,5,4.996e-09
2024-09-04 00:27:16,6,1.562e-09
2024-09-04 00:27:25,1,1.000E-11
2024-09-04 00:27:25,2,0.008603
2024-09-04 00:27:25,3,0.009219
2024-09-04 00:27:25,4,3.419e-07
2024-09-04 00:27:25,5,4.996e-09
2024-09-04 00:27:25,6,1.559e-09
2024-09-04 00:27:34,1,1.000E-11
2024-09-04 00:27:34,2,0.008628
2024-09-04 00:27:34,3,0.009551
2024-09-04 00:27:34,4,3.358e-07
2024-09-04 00:27:34,5,4.996e-09
2024-09-04 00:27:34,6,1.563e-09
2024-09-04 00:27:44,1,1.000E-11
2024-09-04 00:27:44,2,0.008584
2024-09-04 00:27:44,3,0.00934
2024-09-04 00:27:44,4,3.358e-07
2024-09-04 00:27:44,5,4.996e-09
2024-09-04 00:27:44,6,1.567e-09
2024-09-04 00:27:53,1,1.000E-11
2024-09-04 00:27:53,2,0.008621
2024-09-04 00:27:53,3,0.009279
2024-09-04 00:27:53,4,3.354e-07
2024-09-04 00:27:53,5,4.996e-09
2024-09-04 00:27:53,6,1.566e-09
2024-09-04 00:28:03,1,1.000E-11
2024-09-04 00:28:03,2,0.008572
2024-09-04 00:28:03,3,0.009153
2024-09-04 00:28:03,4,3.472e-07
2024-09-04 00:28:03,5,4.996e-09
2024-09-04 00:28:03,6,1.574e-09
2024-09-04 00:28:12,1,1.000E-11
2024-09-04 00:28:12,2,0.008634
2024-09-04 00:28:12,3,0.008867
2024-09-04 00:28:12,4,3.374e-07
2024-09-04 00:28:12,5,4.996e-09
2024-09-04 00:28:12,6,1.569e-09
2024-09-04 00:28:21,1,1.000E-11
2024-09-04 00:28:21,2,0.008671
2024-09-04 00:28:21,3,0.009259
2024-09-04 00:28:21,4,3.366e-07
2024-09-04 00:28:21,5,4.996e-09
2024-09-04 00:28:21,6,1.554e-09
2024-09-04 00:28:31,1,1.000E-11
2024-09-04 00:28:31,2,0.008652
2024-09-04 00:28:31,3,0.009293
2024-09-04 00:28:31,4,3.41e-07
2024-09-04 00:28:31,5,4.996e-09
2024-09-04 00:28:31,6,1.541e-09
2024-09-04 00:28:40,1,1.000E-11
2024-09-04 00:28:40,2,0.00859
2024-09-04 00:28:40,3,0.009421
2024-09-04 00:28:40,4,3.398e-07
2024-09-04 00:28:40,5,4.996e-09
2024-09-04 00:28:40,6,1.563e-09
